S_No,PaperID,Title,TR ,Volumes,ScanTime(Min.Sec),EyeStatus,MFStrength,NumHealthy(M),NumHealthy(F),NumASD(M),NumASD(F),NumAutistic,NumHighFunctioning,LanguageImpaired,NumAspergsr's,NumPDD-NOS,AgeRangeHealthyMean,AgeRangeHealthyStd,AgeRangeASDMean,AgeRangeASDStd,AgeRangeAutistic,AgeRangeAspergsr's,AgeRangePDD-NOS,FIQMean_ASD,FIQStd_ASD,FIQMean_TD,FIQStd_TD,BandpassRangeHighpass(Hz),BandpassRangeLowpass(Hz),Smoothing(fwhm)mm,GSR,CSF,WM,Motion Params,Age,Scrubbing,GCOR,aCOMPCor,Cardiac and respiratory signals regression,Despiking,SeedName,SeedMNI,UnderConnectivityName,UnderConnectivityMNI,OverConnectivityName,OverConnectivityMNI,Notes,Tool,Scanner,DSM,ROIxROI,ROIxVoxels,Participants,Medication,Comorbidities,FIQ >,Over(1) /Under(-1) / Both (0),Summary,Bibtex Citation,IQ Notes
67,8.2,,1667,250,6.54,,3,12,4,9,3,,,,,,14.3,1.6,13.7,1.2,,,,,,,,0.01,0.08,8,1,1,1,1,1,1,,,,,Right Amygdala,22 -4 -22,Thalamus,18 -12 12,,,,,,,,,,,,,,,,
68,9,"Shen, M. D., Li, D. D., Keown, C. L., Lee, A., Johnson, R. T., Angkustsiri, K., ... & Nordahl, C. W. (2016). Functional connectivity of the amygdala is disrupted in preschool-aged children with autism spectrum disorder. Journal of the American Academy of Child & Adolescent Psychiatry, 55(9), 817-824.",2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,Left Amygdala,-24 -4 -18,R Sup medial frontal gyrus,12 44 19,,,"This paper has used GSR and also analysed the data without GSR and got 'strikingly similar' results. They go on to claim that, this is because that the acquired data was very high quality (no motion) that the unexplained variance i.e. the noise was taken care by WM and CSF only.
SMA = Supplementary motor area. The amygdala seeds were manually traced in native space, not in MNI standard space, so those do not have corresponding MNI coordinates. So I have used HO atlas to get the MNI Coordinates. SImilarly for the other regions mentioned, cluster spans across multiple regions, so in addition to the peak t-val coordinate, the author has reported the volume % of the voxel for the other regions. I have ignored such regions as I have reported either the peak coordinate or COG of the cluster.  Also the authors have taken one ROI of Primary visual cortex using freesurfer that doesnot differentiate between Left and Right Hemisphere so I have broken it down to 2 ROIs and assigned the coordinates from Juliech Atlas.","AFNI, FSL, ANALYZE, freeSurfer",Siemens TIM Trio,-,,1,Original (Autism Phenome Project),None,None,-,-1,In this study Shen et al analyzed amygdala in naturally sleeping preschool aged children. They observed a major underconnectivity in ASD children in FC between amygdala and areas involved in social communication and repetitive behaviours. They did a parallel FC based study using a seed in primary visual area (V1) and here as well observed underconnectivity to sensorymotor areas.,"@article{shen2016functional,
  title={Functional connectivity of the amygdala is disrupted in preschool-aged children with autism spectrum disorder},
  author={Shen, Mark D and Li, Deana D and Keown, Christopher L and Lee, Aaron and Johnson, Ryan T and Angkustsiri, Kathleen and Rogers, Sally J and M{\""u}ller, Ralph-Axel and Amaral, David G and Nordahl, Christine Wu},
  journal={Journal of the American Academy of Child \& Adolescent Psychiatry},
  volume={55},
  number={9},
  pages={817--824},
  year={2016},
  publisher={Elsevier}
}
",
69,9,,2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,Left Amygdala,-24 -4 -18,R middle Temporal gyrus,47 -27 -3,,,,,,,,,,,,,,,,
70,9,,2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,Left Amygdala,-24 -4 -18,L middle temporal Gyrus,-48 -10 -13,,,,,,,,,,,,,,,,
71,9,,2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,Left Amygdala,-24 -4 -18,L middle orbital gyrus,-4 50 -14,,,,,,,,,,,,,,,,
72,9,,2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,Left Amygdala,-24 -4 -18,L cerebellum,-45 -48 -28,,,,,,,,,,,,,,,,
73,9,,2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,Left Amygdala,-24 -4 -18,L claudate Nucleus,-2 2 4,,,,,,,,,,,,,,,,
74,9,,2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,Left Amygdala,-24 -4 -18,Cerebellum,-9 -49 -3,,,,,,,,,,,,,,,,
75,9,,2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,Right Amygdala,26 0 -22,R middle Temporal gyrus,41 -37 -2,,,,,,,,,,,,,,,,
76,9,,2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,Right Amygdala,26 0 -22,R Sup medial frontal gyrus,-4 32 9,,,,,,,,,,,,,,,,
77,9,,2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,Right Amygdala,26 0 -22,L cerebellum,-30 -34 -21,,,,,,,,,,,,,,,,
78,9,,2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,Right Amygdala,26 0 -22,L middle temporal Gyrus,-56 -4 -10,,,,,,,,,,,,,,,,
79,9,,2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,Right Amygdala,26 0 -22,L middle temporal Gyrus,-65 -45 6,,,,,,,,,,,,,,,,
80,9,,2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,Right Amygdala,26 0 -22,R inf frontal gyrus,51 19 22,,,,,,,,,,,,,,,,
81,9,,2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,L Primary Visual Cortex (V1),-9 -96 2,L precentral gyrus,-3 -25 49,,,,,,,,,,,,,,,,
82,9,,2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,L Primary Visual Cortex (V1),-9 -96 2,R middle occipital gyrus,35 -72 16,,,,,,,,,,,,,,,,
83,9,,2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,R Primary Visual Cortex (V1),15 -92 4,L precentral gyrus,-3 -25 49,,,,,,,,,,,,,,,,
84,9,,2000,300,,Natural Sleep,3,29,0,43,0,,,,,,3.6,0.86,3.5,0.79,,,,,,,,0.008,0.08,6,1,1,1,1,,1,,,,,R Primary Visual Cortex (V1),15 -92 4,R middle occipital gyrus,35 -72 16,,,,,,,,,,,,,,,,
85,10,"Green, S. A., Hernandez, L., Bookheimer, S. Y., & Dapretto, M. (2016). Salience network connectivity in autism is related to brain and behavioral markers of sensory overresponsivity. Journal of the American Academy of Child & Adolescent Psychiatry, 55(7), 618-626.",3000,120,,Open,3,28,5,27,1,,,,,,12.93,2.98,12.95,1.98,,,,103.68,14.37,107.73,12.25,0.01,0.1,5,1,1,1,,,1,,,,,Right Anterior Insula,38 26 -10,,,Right Precentral Gyrus,46 -2 58,Looks like this site has their data in ABIDE as they have common TR and number of volumes i.e. 120,FSL,Siemens Trio,,,1,UCLA (Original or ABIDE?),,None,74,1,In this study Green et al examined the whole brain conenctivity witht the sailence network with right anterior insula as the seed. They observed only overconnectivity with of AI with primary sensory regions in ASD as compred to TD such as regions in auditory cortex and occipital cortex.,"@article{green2016salience,
  title={Salience network connectivity in autism is related to brain and behavioral markers of sensory overresponsivity},
  author={Green, Shulamite A and Hernandez, Leanna and Bookheimer, Susan Y and Dapretto, Mirella},
  journal={Journal of the American Academy of Child \& Adolescent Psychiatry},
  volume={55},
  number={7},
  pages={618--626},
  year={2016},
  publisher={Elsevier}
}
","full-scale, verbal, and performance"
86,10,,3000,120,,Open,3,28,5,27,1,,,,,,12.93,2.98,12.95,1.98,,,,103.68,14.37,107.73,12.25,0.01,0.1,5,1,1,1,,,1,,,,,Right Anterior Insula,38 26 -10,,,Left planum temporale/superior temporal gyrus,-56 -36 14,,,,,,,,,,,,,,
87,10,,3000,120,,Open,3,28,5,27,1,,,,,,12.93,2.98,12.95,1.98,,,,103.68,14.37,107.73,12.25,0.01,0.1,5,1,1,1,,,1,,,,,Right Anterior Insula,38 26 -10,,,Left Heschl's gyrus,-50 -16 8,,,,,,,,,,,,,,
88,10,,3000,120,,Open,3,28,5,27,1,,,,,,12.93,2.98,12.95,1.98,,,,103.68,14.37,107.73,12.25,0.01,0.1,5,1,1,1,,,1,,,,,Right Anterior Insula,38 26 -10,,,Left occipital pole,-28 -100 16,,,,,,,,,,,,,,
89,10,,3000,120,,Open,3,28,5,27,1,,,,,,12.93,2.98,12.95,1.98,,,,103.68,14.37,107.73,12.25,0.01,0.1,5,1,1,1,,,1,,,,,Right Anterior Insula,38 26 -10,,,Right occipital pole,16 -104 0,,,,,,,,,,,,,,
90,11,"Olivito, G., Clausi, S., Laghi, F., Tedesco, A. M., Baiocco, R., Mastropasqua, C., ... & Leggio, M. (2017). Resting-state functional connectivity changes between dentate nucleus and cortical social brain regions in autism spectrum disorders. The Cerebellum, 16(2), 283-292.",2080,220,7.2,Closed,3,18,18,4,4,,,,8,,26.5,3.83,23.7,6.3,,,,,,,,0.01,0.08,8,1,,,1,,,,,,,Left Dentate Nucleus,-16 -62 -35,Precentral gyrus,46 -4 48,Cerebellum VI,-4 -74 -12,"gender was also included as covariate of no interest, No connectivity alteration was found between right DN and the cerebral corte. The paper says the subjects were Aspergers or High functioning. I think they considered both same",SPM8,Magnetom Allegra Siemens,4,,1,Original,None,None,-,0,The involvement of cerebellum in the etiology of ASD is well known. To shed some light on this Olivitio et al. did rsFC analysis of Dentate nucleus (cerebellum) in subjects with aspergers's syndrome. They observed decreased connectivity between left dentate nucleus and cerebral regions involved in social cognition like angular gyrus/ supramarginal gyrus and other higher order emotional processes. Further analysis of left dentate nuclues in cerebellum only reveled over connectivity in some areas which are associated with DMN. ,"@article{olivito2017resting,
  title={Resting-state functional connectivity changes between dentate nucleus and cortical social brain regions in autism spectrum disorders},
  author={Olivito, Giusy and Clausi, Silvia and Laghi, Fiorenzo and Tedesco, Anna Maria and Baiocco, Roberto and Mastropasqua, Chiara and Molinari, Marco and Cercignani, Mara and Bozzali, Marco and Leggio, Maria},
  journal={The Cerebellum},
  volume={16},
  number={2},
  pages={283--292},
  year={2017},
  publisher={Springer}
}
",
91,11,,2080,220,7.2,Closed,3,18,18,4,4,,,,8,,26.5,3.83,23.7,6.3,,,,,,,,0.01,0.08,8,1,,,1,,,,,,,Left Dentate Nucleus,-16 -62 -35,Middle frontal gyrus,52 18 32,Cerebellum VI,-18 -66 -30,,,,,,,,,,,,,,
92,11,,2080,220,7.2,Closed,3,18,18,4,4,,,,8,,26.5,3.83,23.7,6.3,,,,,,,,0.01,0.08,8,1,,,1,,,,,,,Left Dentate Nucleus,-16 -62 -35,Angular gyrus,46 -46 52,Cerebellum VI,-18 -74 -20,,,,,,,,,,,,,,
93,11,,2080,220,7.2,Closed,3,18,18,4,4,,,,8,,26.5,3.83,23.7,6.3,,,,,,,,0.01,0.08,8,1,,,1,,,,,,,Left Dentate Nucleus,-16 -62 -35,Supramarginal gyrus,50 -40 38,,,,,,,,,,,,,,,,
94,11,,2080,220,7.2,Closed,3,18,18,4,4,,,,8,,26.5,3.83,23.7,6.3,,,,,,,,0.01,0.08,8,1,,,1,,,,,,,Left Dentate Nucleus,-16 -62 -35,Parietal opercular cortex,54 -20 14,,,,,,,,,,,,,,,,
95,11,,2080,220,7.2,Closed,3,18,18,4,4,,,,8,,26.5,3.83,23.7,6.3,,,,,,,,0.01,0.08,8,1,,,1,,,,,,,Left Dentate Nucleus,-16 -62 -35,Planum temporale,56 -28 8,,,,,,,,,,,,,,,,
96,11,,2080,220,7.2,Closed,3,18,18,4,4,,,,8,,26.5,3.83,23.7,6.3,,,,,,,,0.01,0.08,8,1,,,1,,,,,,,Left Dentate Nucleus,-16 -62 -35,Superior temporal gyrus,64 -26 6,,,,,,,,,,,,,,,,
97,12,"Zhou, Y., Shi, L., Cui, X., Wang, S., & Luo, X. (2016). Functional connectivity of the caudal anterior cingulate cortex is decreased in autism. PloS one, 11(3), e0151879.",ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,238,0,209,0,,209,,,,16.7,6.2,17.1,7.1,,,,103.7,13.5,111.1,11.5,0.01,0.08,8,,1,1,1,,,,,,,Left Claudal ACC,-5 -10 47,Right rolandic operculum,45 -15 24,,,"Bad volumes were included in regression model. Partial correlation was done while controlling for the effect of the other ROIs. With covariance
including age, site, FIQ, and FD. In the discussion the authors mention that the subjects can be termed as high functioning as the FIQ of autistic subjects was >= Average.(The subjects were included if they lied withing 2 standard deviations of group mean)",SPM8,ABIDE,4,,1,ABIDE,Yes,Yes,-,-1,"Anterior Cingulate Cortex, which was reported to have involvement with the intrinsic networks was analyzed in the study by Zhou et al. They analyzed the whole brain functional connectivity of five bilateral subregions of ACC which they took as seeds. They observed only left claudal ACC to be underconnected. It was underconnected with the regions mostly related to sensorimotor networks of the brain i.e. insula, postcentral gyrus, superior temporal gyrus etc.  ","@article{zhou2016functional,
  title={Functional connectivity of the caudal anterior cingulate cortex is decreased in autism},
  author={Zhou, Yuanyue and Shi, Lijuan and Cui, Xilong and Wang, Suhong and Luo, Xuerong},
  journal={PloS one},
  volume={11},
  number={3},
  pages={e0151879},
  year={2016},
  publisher={Public Library of Science}
}
",The subjects were included if they lied withing 2 standard deviations of group mean
98,12,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,238,0,209,0,,209,,,,16.7,6.2,17.1,7.1,,,,103.7,13.5,111.1,11.5,0.01,0.08,8,,1,1,1,,,,,,,Left Claudal ACC,-5 -10 47,Right insula,36 -15 15,,,,,,,,,,,,,,,,
99,12,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,238,0,209,0,,209,,,,16.7,6.2,17.1,7.1,,,,103.7,13.5,111.1,11.5,0.01,0.08,8,,1,1,1,,,,,,,Left Claudal ACC,-5 -10 47,Right postcentral gyrus,57 -12 21,,,,,,,,,,,,,,,,
100,12,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,238,0,209,0,,209,,,,16.7,6.2,17.1,7.1,,,,103.7,13.5,111.1,11.5,0.01,0.08,8,,1,1,1,,,,,,,Left Claudal ACC,-5 -10 47,Right superior temporal gyrus,66 -30 9,,,,,,,,,,,,,,,,
101,12,,ABIDE,ABIDE,ABIDE,ABIDE,ABIDE,238,0,209,0,,209,,,,16.7,6.2,17.1,7.1,,,,103.7,13.5,111.1,11.5,0.01,0.08,8,,1,1,1,,,,,,,Left Claudal ACC,-5 -10 47,Right middle temporal gyrus,63 -39 12,,,,,,,,,,,,,,,,
102,13,"Rausch, A., Zhang, W., Haak, K. V., Mennes, M., Hermans, E. J., van Oort, E., ... & Groen, W. B. (2016). Altered functional connectivity of the amygdaloid input nuclei in adolescents and young adults with autism spectrum disorder: a resting state fMRI study. Molecular autism, 7(1), 13.",2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left EA(Entire Amygdala),-24 -4 -18,Occipital Pole (L),-24 -90 34,,,"FIQ > 80 was taken as inclusion criteria. Did ICA based noise removal and the used RETROICOR to removes physiological noise. Entire Amygdala ROI was constructed by merging the 3 Amygdala subregions LB, SF, CM (given in Juliech). But as such the MNI of Entire Amygdala was not given so I took the one from HO Subcortical Atlas.",FSL,"3 Tesla Magnetom
Trio (Siemens, Erlangen, Germany)",4,,1,Original,None,None,79,-1,Another region that is observed to be impared in ASD individuals is amygdala. Rausch et al. analyzed the seed-voxel functional connectivity of multiple amygdaloid subregions as well as entire amygdala. They observed underconnectivity with only sensory input channels of amygdala i.e. Left Superficial (SF) nuclei and Right laterobasal (LB) nuclei with multiple brain regions indicating abnormal socio-perceptual pathways. They also observed both left and right entire amygdala seed to be underconnected with multiple regions of the brain. ,"@article{rausch2016altered,
  title={Altered functional connectivity of the amygdaloid input nuclei in adolescents and young adults with autism spectrum disorder: a resting state fMRI study},
  author={Rausch, Annika and Zhang, Wei and Haak, Koen V and Mennes, Maarten and Hermans, Erno J and van Oort, Erik and van Wingen, Guido and Beckmann, Christian F and Buitelaar, Jan K and Groen, Wouter B},
  journal={Molecular autism},
  volume={7},
  number={1},
  pages={13},
  year={2016},
  publisher={BioMed Central}
}
",
103,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left EA(Entire Amygdala),-24 -4 -18,Occipital Pole (L),-18 -92 38,,,,,,,,,,,,,,,,
104,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left EA(Entire Amygdala),-24 -4 -18,Occipital Pole (L),-16 -90 42,,,,,,,,,,,,,,,,
105,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left EA(Entire Amygdala),-24 -4 -18,Cuneal Cortex (L),-8 -88 30,,,,,,,,,,,,,,,,
106,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left EA(Entire Amygdala),-24 -4 -18,Cuneal Cortex (R),6 -70 20,,,,,,,,,,,,,,,,
107,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left EA(Entire Amygdala),-24 -4 -18,Cuneal Cortex (R),12 -72 22,,,,,,,,,,,,,,,,
108,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left EA(Entire Amygdala),-24 -4 -18,Supracalcarine Cortex (L),-2 -72 20,,,,,,,,,,,,,,,,
109,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left EA(Entire Amygdala),-24 -4 -18,Intracalcarine Cortex (L),-2 -70 14,,,,,,,,,,,,,,,,
110,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left EA(Entire Amygdala),-24 -4 -18,Lateral Occipital Cortex (L),-26 -60 58,,,,,,,,,,,,,,,,
111,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left EA(Entire Amygdala),-24 -4 -18,Superior Parietal Lobule (L),-28 -56 50,,,,,,,,,,,,,,,,
112,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left EA(Entire Amygdala),-24 -4 -18,Lateral Occipital Cortex (L),-20 -82 48,,,,,,,,,,,,,,,,
113,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left EA(Entire Amygdala),-24 -4 -18,Lateral Occipital Cortex (R),28 -58 64,,,,,,,,,,,,,,,,
114,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Right EA(Entire Amygdala),26 0 -22,Superior Parietal Lobule (R),14 -54 62,,,,,,,,,,,,,,,,
115,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Precuneous Cortex (R),16 -58 8,,,,,,,,,,,,,,,,
116,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Cuneal Cortex (L),-20 -70 24,,,,,,,,,,,,,,,,
117,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Cuneal Cortex (L),-10 -80 26,,,,,,,,,,,,,,,,
118,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Cuneal Cortex (R),18 -78 34,,,,,,,,,,,,,,,,
119,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Cuneal Cortex (R),6 -70 22,,,,,,,,,,,,,,,,
120,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Supracalcarine Cortex (R),24 -60 18,,,,,,,,,,,,,,,,
121,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Precuneous Cortex (R),12 -62 18,,,,,,,,,,,,,,,,
122,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Precuneous Cortex (R),18 -56 18,,,,,,,,,,,,,,,,
123,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Precuneous Cortex (L),-18 -58 10,,,,,,,,,,,,,,,,
124,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Precuneous Cortex (L),-16 -58 4,,,,,,,,,,,,,,,,
125,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Cuneal Cortex (L),-2 -72 22,,,,,,,,,,,,,,,,
126,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Occipital Pole (R),10 -88 40,,,,,,,,,,,,,,,,
127,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Intracalcarine Cortex (R),6 -62 12,,,,,,,,,,,,,,,,
128,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Intracalcarine Cortex (L),-14 -64 6,,,,,,,,,,,,,,,,
129,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Intracalcarine Cortex (L),-6 -64 12,,,,,,,,,,,,,,,,
130,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Intracalcarine Cortex (L),-6 -64 8,,,,,,,,,,,,,,,,
131,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Lateral Occipital Cortex (L),-12 -88 36,,,,,,,,,,,,,,,,
132,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Lateral Occipital Cortex (L),-58 -62 -8,,,,,,,,,,,,,,,,
133,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Lateral Occipital Cortex (L),-48 -80 10,,,,,,,,,,,,,,,,
134,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Lateral Occipital Cortex (L),-46 -82 4,,,,,,,,,,,,,,,,
135,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Superior Parietal Lobule (R),28 -54 62,,,,,,,,,,,,,,,,
136,13,,2510,400,16,Open,3,22,3,19,1,,,,,,16.11,2.79,16.23,3.18,,,,102.3,13.57,103.72,9.78,0.01,,6,,1,1,1,,,,RETROICOR,,,Left Superficial (SF) nuclei,-19 -4 -18,Superior Parietal Lobule (R),32 -54 70,,,,,,,,,,,,,,,,
